date,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-04,0.5944527720699626,13,55,0.32369360390386204,True
2025-02-11,0.8535742160691342,13,48,0.2677083553186947,True
2025-02-18,0.6558473044330583,13,49,0.28594538058128544,True
2025-02-25,0.7215879172318154,13,45,0.2463238134682497,True
2025-03-05,1.2560126125891993,13,53,0.24858768366348022,True
2025-03-12,1.101195514263247,13,51,0.28685565769801685,True
2025-03-19,0.79657405543522,13,39,0.2512809875810307,True
2025-03-26,0.45400213352199464,13,36,0.23205630137459374,True
2025-04-02,0.5629102686240104,13,39,0.2317246763557631,True
2025-04-09,1.7817167598793555,13,63,0.444379096579151,True
2025-04-16,4.608565182161728,13,76,0.5756012601331024,True
2025-04-23,4.97087860406416,13,77,0.643636723833263,True
2025-04-30,3.517570142014301,13,75,0.6050445946051893,True
2025-05-12,2.5799511265977073,13,61,0.44639760709166737,True
2025-05-19,0.546174599360639,13,30,0.1344342018880691,True
2025-05-26,0.59491374943666,13,35,0.19357035094908845,True
2025-06-02,0.7573783911097542,13,46,0.31947051301835866,True
2025-06-11,1.5601385889640025,13,51,0.3680101315589982,True
2025-06-18,0.8316604571254852,13,52,0.3657815229763215,True
2025-06-25,1.1431803395118025,13,57,0.3676006725859256,True
2025-07-02,1.1704486763102981,13,50,0.33970655797638566,True
2025-07-09,1.712724403462875,13,53,0.3513673738821966,True
2025-07-16,0.7221453127924855,13,51,0.30773694866632184,True
2025-07-23,0.852478145127605,13,49,0.30099053344077825,True
2025-07-30,1.180971439390102,13,54,0.3291333001542704,True
2025-08-06,2.3599220100173457,13,68,0.41625504761503496,True
2025-08-13,2.1734530485642405,13,64,0.4098946017000536,True
2025-08-21,2.7120122489700775,13,69,0.4771058757631606,True
2025-08-28,2.1303057961594405,13,69,0.48739924740405727,True
2025-09-04,1.2155209022890536,13,44,0.2645642888675644,True
2025-09-11,1.2199290389729476,13,49,0.29821374211076684,True
2025-09-18,0.8545323396829505,13,45,0.28781257511241964,True
2025-09-25,0.8547344985150636,13,52,0.3222022929622489,True
2025-10-02,0.5838160652953857,13,55,0.34887615378641285,True
2025-10-16,1.1810750232083524,13,49,0.2922079114713685,True
2025-10-23,0.26701401004963987,13,49,0.31638468159482713,True
2025-10-30,0.30265028076438105,13,51,0.32197789136696053,True
2025-11-06,0.2890922074797701,13,42,0.2993243644323793,True
2025-11-13,0.5607003343661433,13,52,0.408159410582847,True
2025-11-20,0.9577196516418949,13,67,0.5034725545696531,True
2025-11-27,1.0180258752821973,13,65,0.48250425785893625,True
2025-12-04,1.7299282845620416,13,62,0.43193630597020133,True
2025-12-11,1.1950657609916788,13,56,0.36087977559110257,True
2025-12-18,0.7790081825793269,13,46,0.26273334039964663,True
2025-12-26,1.506990427956662,13,49,0.27988029057766134,True
2026-01-06,0.5750420274849731,13,32,0.22827193953954814,True
2026-01-13,0.6790777207359103,13,41,0.2554378276340775,True
2026-01-20,0.6140860279919869,13,48,0.295753642508594,True
2026-01-27,0.3355319263886043,13,48,0.2369821722946191,True
2026-02-03,0.31770422624834826,13,55,0.3923255951127408,True
